,comment,type,sentiment
14719,prayer son of a b*tch bolte paro dada 5-5 kore dhorenaoo ak somor gaan mathaye baje ak somoee bhabhi keno porlam na ai part ta kenooooabar english language ee ar literature aa gele bhabtam ami son of a b*tch theke bhalo debo tarpor confidence level 100 exam dilam expectation chilo 90 berolo 60,emotional,negative
14720,ami ovineta chilam,emotional,neutral
14721,me - dakhali na to akbar exam hall theke bero tarpor dichhi,emotional,negative
14722,অভিনেতা ত সেরা ছিল।,opinion,positive
14723,my broname is bong guy...my brother is next level,opinion,neutral
14724,ami protyek ta class e exam er somaye jetam likhtam kintu 1 ghonta age sesh hoe jeto paper ta tarpor gaa jole jeto bose thakte ... aj projonto 4 th hoini kokhono sobsomaye 1st 2nd 3 rd,emotional,negative
14725,"watching again in 2022, bcz tomorrow is my maths exam",informative,neutral
14726,1st er ta ami in chemistry exam,informative,neutral
14727,ami tmr motoiiii dada.,emotional,positive
14728,i&#39;m in last (),informative,neutral
14729,this was the best video ever,opinion,positive
14730,&quot;tere dhiyaan kidhar hai tera bondhu idhar hai&quot; letest dada,emotional,neutral
14731,i am selfish boy,emotional,negative
14732,ami tobiology exam a physics diye ashi,emotional,negative
14733,babasona gyan diyona kalke amar exam are or our ami kichu na pore apnar video dekhchi. fail korle apnar dosh,emotional,negative
14734,i am the beshi geni one,opinion,positive
14735,focused,informative,neutral
14736,amader akhon exam cholche.. roj e der ke i dekhi class e.. dharmik ar tukli dujonei amar thik picchone boshe.,emotional,negative
14737,ami mirjafar,informative,neutral
14738,significant other significant other significant other significant other significant other significant other significant other significant other significant other significant other significant other significant other funny,opinion,positive
14739,darau akta pad aseche pad ta dye jachii,emotional,negative
14740,ami jokhon exam dite jetam totokkhon thik thaki tar por aste aste khub tention hote thake,emotional,negative
14741,oooo vai maro mujhe,emotional,negative
14742,avineta ...ektu de to....bola ami,emotional,neutral
14743,কালকে আমার পরীক্ষা আজকে আমি দেখছি তোমার ভিডিও,informative,neutral
14744,ami to son of a b*tch types ছিলাম,emotional,negative
14745,patla paykhana hoyca naki be,Emotional,Negative
14746,heavy laglo brother...,emotional,negative
14747,দাদা আজকে তো আমাদের পরিক্ষা আমি কি করবো,question,neutral
14748,ami hocchi exam ar majhe gaan mone pore jaoa...,emotional,negative
14749,to year hoyagelo but estimated time of arrival ajo new lage,opinion,negative
14750,পরীক্ষা আসার আগে একবার হইলেও এই ভিডিও টা দেখবো,informative,neutral
14751,i&#39;m that focus focus student,informative,neutral
14752,2022 সালে কে কে ভিডিও দেখছে,question,neutral
14753,dharmik bachha is the best,opinion,positive
14754,bong da this is reality,opinion,neutral
14755,samaj birodhi part ta seraami nijeo exam dite giye maje maje vabi,emotional,negative
14756,অভিনেতা ছিলাম,informative,neutral
14757,class 11 er exam a ghumotam...,emotional,negative
14758,"স্যার যখন তাকাই.., কিছু না লিখতে পারলে একই লেখার উপর হাত ঘোরায়।",emotional,negative
14759,4:53 best,opinion,positive
14760,sem,informative,neutral
14761,dada amio sb type are or our 6ilm,opinion,neutral
14762,ami thik thak kintu valo lage exam dite valo lage,opinion,positive
14763,ami all in one,informative,neutral
14764,5:26 matched,informative,neutral
14765,ami to seita jta khub speed e likhlo......,emotional,positive
14766,"ei video ta dekhar por amar ekta bondhu amar name bulti dilobhai ami jantam na kotha theke name peyeche, but ekhon porjonto amake bulti bole daketarpor oi chele are or our best friend er theke janlam o oi video ta dekhe name diyechilo, and he will propose me next weeknervous lagcheeeree",emotional,neutral
14767,ami to chotha army theke belong kori,emotional,negative
14768,very good,opinion,positive
14769,"ami nije o exam hole majhe majhe gaan kori , abar sir takale o ami actress hoyjai",emotional,positive
14770,&quot;&quot;bulti&quot;&quot;,informative,neutral
14771,ami 50-50 korar student. bhai tui 2-8 chapter porbi ami 9-14 krbo. share kre likhbo.,informative,neutral
14772,আমি ঘুষ খাওয়ানো মানুষ,emotional,negative
14773,chotha baj,emotional,negative
14774,আমার তো কোন সমস্যাই হয় না কয়েকটি পরিখখায় আমরা বান্ধবীরা একজন আরেক জেনর খাতা নিয়ে দেখে লিখে নেই,informative,neutral
14775,focous,informative,neutral
14776,hey crush i love you,emotional,positive
14777,কিরণ তুমি আমাকে একটা কাজ দেবে ভাই?,question,neutral
14778,kiron da tumi olpo fresh hoya video banao.,opinion,positive
14779,khub moza ale baah,emotional,positive
14780,2029 এ কে কে দেখছো,question,neutral
14781,estimated time of arrival makaut er question paper,informative,neutral
14782,আমি গান গাওয়া ছাত্র,informative,neutral
14783,"আমার মাধ্যমিক পরীক্ষার আগে স্কুলে এমনি একটা পরীক্ষা হয়েছিল। সে পরীক্ষার শেষদিন ছিল কেমিস্ট্রি এক্সাম। আর তার আগের দিন ফিজিক্স। তো বলতে গেলে সে স্কুলে শেষ সময় ছিল ওটা। আমার একটা বাজে অভ্যাস হচ্ছে আমি পড়তে বসলে, একনাগাড়ে হাত,পা, খাতা,বই, জামা, বেডশিট সবে লিখি। সেরকমভাবেই আমার হাতে ফিজিক্সের ২ টা সূত্র লিখা ছিল, যা আমার মনেও ছিল না। পরদিন পরীক্ষা দিতে যাই সে হাত নিয়ে। পরীক্ষা চলাকালীন সময়ে আমি হাতে মোজা পড়ে ছিলাম। কিন্তু পরীক্ষার ১ ঘন্টা পেরোবার পর মোজা খুলে ফেলি। আর হাতে যে ফর্মুলা ছিল সে ফর্মুলার প্রশ্নও এসেছিল। সেটা নিয়ে বসেও ছিলাম। তখনও মনে নেই হাতে ওসব লিখা। কিন্তু কিভাবে যেন ইনভিজিলেটরের চোখে সেটা পড়ে এরপর আমাকে হল থেকে টিচার্স রুমে পাঠানো হয়। তবে সেখানের টিচার্সদের আমার সম্পর্কে ভালো ধারণা ছিল তারা বুঝতে পারে এটা একটা ভুল শুধুই। এরপর আমাকে আবার পরীক্ষা হলে পাঠানো হয়, তবে আর একটা শব্দও খাতায় লিখতে পারিনি১২ বছর পড়েছিলাম আমি সে স্কুলে",informative,neutral
14784,dharmik,informative,neutral
14785,বিজলী থেকে খোকা বিড়ি জ্বালায়!,informative,negative
14786,kal hs result ei video ja relatable lagchhr,opinion,positive
14787,6:31 best,opinion,positive
14788,সেরা দাদা,opinion,positive
14789,ami to mir jafar,emotional,neutral
14790,6:28 was significant other nice and funny,opinion,positive
14791,ami ektu dharmik...ar ektu gan o gai...ar ektu acting o kori,opinion,neutral
14792,ei video te dekhano son of a b*tch rokom character amar modhe birajoman,emotional,negative
14793,are amr name বুল্টি tahole cholo pubg kheli,informative,neutral
14794,haaaaa,emotional,neutral
14795,05:34,informative,neutral
14796,dharmik,informative,neutral
14797,যখন সবাই ভিডিও এর কনটেন্ট নিয়ে হাসতে ব্যস্ত আমার মনে তখন একটাই প্রশ্ন --&quot;bong guy এর সামনে রাখা পেজ গুলোতে কি লেখা আছে bong guy মাঝে কয়েকবার লিখলো হাতের লেখা টা কেমন দেখতে পেলামনা &quot;,question,neutral
14798,"হাতির মাথা,কুকুরের মাথা, ছাগলের মাথা",informative,neutral
14799,ami topper chhilam dada,emotional,positive
14800,sotti tumi na dada akta jata,emotional,negative
14801,মীরজাফর বাদ দিয়ে বাকি সব রকম মিশিয়ে ছিলাম আছি আর থাকবোকিন্ত মীরজাফর হবোনা,opinion,negative
14802,"ami 10%dharmic,10%teacher birodhi ar 80%parahaku",opinion,neutral
14803,2022 e eseo dkhchi..,emotional,neutral
14804,ami kintu khub serious chilam.... emon ki clasd test o chilo final exam er moto... at last ssc exam die ekhn ami school teacher.... ekhn ami studentder mon theke exam er voi durr korar chesta kori...,emotional,negative
14805,ami sobsomyoi mir jhafor chilam,emotional,negative
14806,dharmik ar seen ta valo chilo sotti aj school life ta khub miss korchi kiran da ami tomar big fan east or west bonguy is the best,emotional,positive
14807,sera dada just awesome,opinion,positive
14808,aami ektu mirjafor type student,opinion,neutral
14809,আমি মীরজাফর,informative,neutral
14810,ai rokom hoy,informative,neutral
14811,ami 5 number ar question okay tanatani kora akdom 10 number ar akta golpo lhika astam ar khata barola dhaktam to paya6i,informative,neutral
14812,son of a b*tch gulloi sudhu chiting ta na are or our pream ta..baade,emotional,negative
14813,medical er jonno o ki ei scholarship exam ta deoa jabe????,question,neutral
14814,ami 13 por max e dekhchi,informative,neutral
14815,২০২২ সালে কে কে দেখছো ???,question,neutral
14816,are or our ami chilam dharmik,informative,neutral
14817,extra paper ta ami,informative,neutral
14818,এক্সট্রা শিট,informative,neutral
14819,2:45 background music name ta keo bolte parbe please ?,question,neutral
14820,sera dada,informative,neutral
14821,প্রথমটা আমি,informative,neutral
14822,ami exam mein gaan kortam,informative,neutral
14823,dada,informative,neutral
14824,i&#39;m that actress type,opinion,neutral
14825,acting are or our ki obosta..,informative,neutral
14826,baler video,informative,neutral
14827,মীরজাফর টা উফফফফফ !!….…,emotional,positive
14828,physics ta সেই লেভেল এর ছিলো,informative,neutral
14829,prothom ta holam ami,emotional,neutral
14830,kkhon ses hbe ta sera,,
14831,ami avineta type chilam,emotional,neutral
14832,2022 aseo ke ke dekhecho,informative,neutral
14833,pagla cuda bong guy baler moton vedio kory,emotional,negative
14834,ovinata chilam,emotional,neutral
14835,legends watched the video after almost 4years,informative,neutral
14836,বালছাল ভিডিও,emotional,negative
14837,i really miss this bong guy,emotional,negative
14838,ssc er somoy dekchi ssc delam ekhon abar hsc debo to mas por kih kopal,informative,neutral
14839,osmmmm,emotional,positive
14840,16:07,informative,neutral
14841,over acting hoye gelo kichu ta,opinion,negative
14842,হুলো বেড়াল,emotional,negative
14843,4:23,informative,neutral
14844,&quot;শিব ঠাকুর কি দোষ করলো&#39; লাইন্ টা সেরা।।।,opinion,positive
14845,অভিনেত্রী আমি,informative,neutral
14846,tumi jodi bhai ektu spasto korey katha balo taholey amader mato bayosko lokder bujhte subidhey hay. amra to tomader kiss gen er bhasha ektu kam bujhi. kintu tomar katha suntey bhalo lagey. ekhuni je bolley application tar katha iim ba ei dharaner examer coaching er jonyo.....emon joriye bolley je bujhtei parlam na.,emotional,positive
14847,vdo ta 10bar deklam tao moja lag6e,opinion,negative
14848,hater kaj kom kor bhai,emotional,negative
14849,সোমনাথ,informative,neutral
14850,ওহে,emotional,neutral
14851,just amazing,opinion,positive
14852,legends wacth this video in 2022,informative,neutral
14853,দারুণ অভিনয়,opinion,positive
14854,7:03 হার্ট অ্যাটাক,informative,neutral
14855,ami holam gan dot oh my,emotional,positive
14856,i am the last one,informative,neutral
14857,তুমি winner হলে না কিন্তু সেকেন্ড তো হয়েছো আমি খুব happy,emotional,positive
14858,তোমাকে জিতে আসতে হবে,opinion,negative
14859,তুমি সব থেকে বেশি পয়েন্ট এ আছো,informative,positive
14860,নীহারিকা তোমার big fan,opinion,positive
14861,কিরণ দা replay দিও,question,neutral
14862,তোমাকে হেব্বি লাগছিল,emotional,neutral
14863,তুমি জান্থবির সঙ্গে খেলে 4 পেলে,informative,neutral
14864,তোমার সাথে প্রথম খেলল জান্থবি,opinion,neutral
14865,কিছু মনে কোরো না আমি তোমার খুব বড়ো fan তোমার ভিডিও খুব ভালো লাগে আমার ফোন নেই আমি আমার দাদুর ফোন থেকে কমেন্ট করছি,opinion,positive
14866,তোমাকে কিন্তু খুব সুন্দর লাগছিল টিভিতে,emotional,positive
14867,দিত্বীয় রাউন্ডে তুমি 8 নম্বর স্কোর করলে,informative,neutral
14868,আমি দেখছি আর কমেন্ট করছি টিভির সামনে বসে,informative,neutral
14869,darun ami ei video ta dekhe tomai subscribe kore dilam,opinion,positive
14870,তুমি প্রথমেই মাইনাস পেলে,emotional,negative
14871,তুমি দাদাগিরিতে গেছ,emotional,neutral
14872,"আমার 1.03k subscriber হলো সবে আমার চ্যানেল এর আগের সব ভিডিও ডিলিট করতে হয়েছে background music এর জন্য , আমার সব পরিশ্রম মাটিতে মিশে গেছে এখন চ্যানেলে রিচ নাই ভিউ হচ্ছে না",emotional,negative
14873,mideum,informative,neutral
14874,ami chata son of a b*tch kotai,emotional,negative
14875,by the way i have all of those qualities.....,opinion,neutral
14876,ভাই মোজা দিলে,emotional,neutral
14877,dada habby chilo vedio ta,informative,neutral
14878,ami abar o 2022 a ei video ta dekchi,informative,neutral
14879,3 bar dekhar por abar dekhchi abong aro besi hasi pacche,emotional,positive
14880,2022 a abar daklam,informative,neutral
14881,5:12 ta ami relate korte parlam,emotional,positive
14882,everything is ok but that&#39;s not &quot;rishka&quot; actually that is riksha,informative,neutral
14883,amra son of a b*tch,emotional,negative
14884,আমার কাল উচ্চমাধ্যমিক শেষ হয়েছে।ইকোনোমিক্স পরীক্ষার দিন আমার প্রথম ইমোশনটা হয়েছিল।,informative,neutral
14885,dada tomar extra pepar vlog ta comedy chilo,opinion,positive
14886,dada exam j invent korechilo take jodi samne pai to or kopal e dukkho acche dada,emotional,negative
14887,অনুপ্রেনা আপনে,emotional,positive
14888,mirjafor,informative,neutral
14889,dada ami choto bala thakei চোথা বাজ,emotional,neutral
14890,oh osm,emotional,positive
14891,আমি সব type এরই ছিলাম..,informative,neutral
14892,"ajk physics er question dekhar por hs students be like .............ata ki questions !!!!aaaaaaaa aaa aaa aaaa aaa,,,, --# rip 2022 physics exam",emotional,negative
14893,schoole ei dress pore gecho,informative,neutral
14894,28 taki taka exam tai ro 1bar video ta daka nilam ar uncle ar jno best wishes,emotional,positive
14895,pious o chilam,emotional,neutral
14896,extra lose paper and hypertension..and kure nh dkhano ..but tension hle..partam..,emotional,negative
14897,exam kokhon ses hobe i am always this typ,emotional,neutral
14898,"i am on my menstruation, too much pain cramps, after watch this video my mood swings just vanished , thank you bong guy make me feel better",emotional,positive
14899,same,informative,neutral
14900,ar 93 ta views holei 61 lakh purno hobe....,informative,neutral
14901,ami o son of a b*tch rocom chilam,emotional,negative
14902,অভিনেতা আমি,informative,neutral
14903,ami to mirjafor,informative,neutral
14904,ami chota baj,emotional,negative
14905,darun hyeche. pray son of a b*tch rokomeri chilm.,emotional,negative
14906,ami avinetri,informative,neutral
14907,big fan vai ebar jhokhon durga pujai asben thokon dharmodai asben,emotional,positive
14908,"ami gaan kora student, xam a lekha start korle e gaan peto",emotional,negative
14909,অঙ্ক পরীক্ষার সময় ধার্মিক আর সব এক্সম এই সময় চোতাবাজ,emotional,negative
14910,a single piece of paper cannot decide my future,opinion,neutral
14911,ei niye koto bar j dekhlam vdo ta!! just awesome ...... 4:47-5:47 ei duto darun chilo!!,opinion,positive
14912,মীরজাফর টা বেস্ট ছিল,opinion,positive
14913,amy motivate chilam,informative,neutral
14914,after too year we all back hear,emotional,positive
14915,daruuuuunnn,emotional,neutral
14916,আমাদের উচমাধ্যামিক এক্সাম suru হয়েছে তাই তোমার ভিডিওটার কথা খুব মনে পড়ল,informative,neutral
14917,quality content never gets old,opinion,positive
14918,sir dekle ami actress,informative,neutral
14919,kal theke amader hs exam suru,informative,neutral
14920,kal amar exam tai aj tips nite elam,opinion,neutral
14921,porekha deuare age ka ka vidio ta dekh cho .. like koro tara,opinion,neutral
14922,4:50 estimated time of arrival amaro hoy,informative,neutral
14923,dada tomar acting,opinion,neutral
14924,৩৩ কোটি দেবতাদের খুশি করতেই তো সময় শেষ। কিন্তু আমরা এক আল্লাহ তায়ালার উপর বিশ্বাসি। বুদ্ধিমানদের বেশি কিছু বলা লাগে না।,emotional,positive
14925,i am brainer,informative,neutral
14926,i think you are a big fan of ashish chanchalani like me...,opinion,positive
14927,আমি বরাবরই ধার্মিক,opinion,neutral
14928,"dharmik, dekha. na sera line hoache",opinion,neutral
14929,amio same son of a b*tch rokomy,emotional,negative
14930,অভিনেতাটা আমি ব্যাপক পারি,opinion,positive
14931,&quot;দেখা না &quot;টা সবথেকে ভালো,opinion,positive
14932,this was relatable and asadharoooon,opinion,positive
14933,akhon ami class 9 a are akohono ami &quot;mirzafar&quot; er moto answer kaoke bolina,emotional,neutral
14934,"tomorrow amar exam 10am, are or our aj ami video dekhsi",informative,neutral
14935,amr toh exam ar kotha vabla ghum pai,emotional,negative
14936,amio sobrokom,emotional,neutral
14937,sotti dharmik sera chilo,emotional,neutral
14938,"পরীক্ষাতে আমি যেমন ছাত্রী :- বেশি জ্ঞানী, গানা ডট কম,মিরজাফর,সমাজ বিরোধী",emotional,negative
14939,sala dhamna,emotional,negative
14940,ounmanta besi lagsa moza,,
14941,just osadharon,informative,neutral
14942,chemistry,informative,neutral
14943,good boa,opinion,positive
14944,legends are watching this in 2022,informative,neutral
14945,আমি হলাম ভয় পাওয়া শিশু,emotional,negative
14946,ami exam dite chai na akta upay bole din,question,neutral
14947,only 1 ta kindi diba pass exem esey,informative,neutral
14948,darun,emotional,neutral
14949,hneshe pagol hoye jabar jogar.....,emotional,negative
14950,কিরণ দা জিন্দা বাদ.....,emotional,positive
14951,aaj onek din pore school offline a exam dilam ar tokhon tomar ai video tar kotha mone porlo. ato hashi pacchilo na,emotional,negative
14952,vlog gola just wow,emotional,positive
14953,"love you dada,,me and my girlfriend your biggest fan dada",emotional,positive
14954,tera dhiyan kidhar hai o tera bondhu idhar hai.,emotional,neutral
14955,physics examer din chemistry pore asa amar hoyechhe akhbar arakom ata akhono parjonto sab theke baro vul,emotional,negative
14956,ami ekhono কবে শেস হবে student,question,neutral
14957,sotti e son of a b*tch gulor modhey dharmik ta marattok chilo,emotional,negative
14958,"দাদা আমি প্রায় তোমার মতো সবগুলো ই ছিলাম, কিন্তু অভিনেতা টা বেশি.",opinion,positive
14959,ami likhte likhte gan bhabi,emotional,negative
14960,shikkha jatir thonga ata niye chap nai dada exam cudak ami pass korlei hoy 90 paoa lage 33 pailei pagla dance,emotional,positive
14961,"ami maximum time job,ba pencil ba pen chitam",informative,neutral
14962,vi ami kicu na buje na pera porikkar katay likcilam hore krisno hore ram namber dewa sarer kam are or our sar seta dekhe likcilo hore hore hore nomber ki gace sore,,
14963,2022 te ka dakcho ? ami toh 5 7 bar deklam,emotional,positive
14964,amder son of a b*tch school exam er kotha mone pore galo sai,emotional,negative
14965,o vai best creator,opinion,positive
14966,emon emon exm ase je ghar guralei eliminated....,emotional,negative
14967,ami 1-8 vlo student chilam. akhon podonnoti hocha,informative,neutral
14968,শীত কিংবা বর্ষা চোতাই আমার ভরসা,emotional,positive
14969,very very realistic,opinion,positive
14970,খুব ভালো,Opinion,Positive
14971,top 10,informative,neutral
14972,awesome real life bhai...,opinion,positive
14973,যে রকম আছে সেরকম লিখে দেই&quot; এটা সেরা,opinion,positive
14974,"ami arkomiy kortam porikhar hola ,,,,master mosai der jaliye martam",emotional,negative
14975,op ddada,informative,neutral
14976,oii,emotional,neutral
14977,amio tai kori,emotional,neutral
14978,&quot;এক্স&quot;খুব প্রতারণা করেছে! এপিক পার্ট!,emotional,positive
14979,২০২২ এ দেখছি এখন ও সেরা,opinion,positive
14980,haste haste kede fellm thakurer name sunte sunte joy lokhi bromha bishnu,emotional,positive
14981,amio tomar moto e go dada khokon ja ki hoy akon mp exam dbo valo lag6ana poorte,opinion,neutral
14982,extra page + religious.,informative,neutral
14983,dada koba new video kor6o kotodin tomar video dakhi ni tai purono gulo dakh6i,opinion,positive
14984,0.20 tomake dekhe amar kanna pacche,opinion,neutral
14985,ami holam exam kokhon sesh hobe hobe o paisa diye passsssss,question,neutral
14986,"দাদা কিছু কর তুমি আমি একজন মাধ্যমিকের ছাত্র নাম রাজ । আমি 2022 এ মাধ্যমিক দেব । এবার আমার দূঃখের কারন বলছি , আশা করি এই সমস্যাটি আমার ছাড়াও অনেক গরিব মাধ্যমিক দেওয়া ছাত্রের হচ্ছে । আমি একটা গ্রামে ছেলে। বাবা চাষবাস করে , তাই পড়াশোনার জন্য আলাদা কোনো টিউশন নেওয়ার সামর্থ্য নেই । আর ইস্কুল যেহেতু বন্ধ তাই বইটা নিজে থেকে পড়ার সাহস করলেও , বইয়ের অনেক জায়গা‌ই বুঝতে না পারার জন্য নিজের প্রতি আত্মবিশ্বাস পুরো কমে গিয়েছিল , তাই পড়তে আর ভালো লাগতো না । এতে হয়তো আমার খুব একটা দোষ ছিল না । (আমাদের শিক্ষা ব্যবস্থা এত উন্নত যে আর কি বলব ) মাঝে মাঝে খুব হিংসে হয় জানো দাদা , যে আমি কেন ইউরোপ কিংবা আমেরিকার কেন জন্ম গ্রহণ করলাম না । ‌(আমাদের শিক্ষা ব্যবস্থা দেখে এমন ভাবনা ) আমরা কথা বিশ্বাস হচ্ছে না তো তুমি গ্রামাঞ্চলে যেকোনো একটা সরকারি ইস্কুলে গিয়ে দেখবে , স্যররা শুধু নিজেদের সময় পার করতে ইস্কুলে যাই।ছাত্র কে পড়ানোর তাদের কাছে গুরুত্বপূর্ণ হচ্ছে , একটা কল এলে তা‌ receive করা তাই হয়তো আজকালকার বাবা -মায়েরা , তাদের ছেলে -মেয়েদের বেসরকারি ইস্কুলে ভর্তি করাচ্ছে এই প্রশঙ্গটা ছাড়ো , আমরা এত ভাগ্যবান নয় যে ওই ইস্কুলটাও পড়তে পেলাম , এই করোনা পরিস্থিতিতে । তাই আমার তোমার কাছে আবেদন হচ্ছে যে দয়া করে মাধ্যমিক পরীক্ষাটা বন্ধ করার চেষ্টা করো আমরা এখন অনেকটা depression মধ্যে আছি । আমি আশা করছি এই মাধ্যমিকটা হলে কোনো না কোনো ছাত্র আত্মহত্যা নিশ্চিয় করবে। এটা আমি শুধু মাত্র একটা মাধ্যমিক ছাত্র হিসেবে আশা করছি ,জানিনা কি হবে । আমাদের west bengal board of secondary education er president ভাসন দিয়ে দিয়েছে যে মাধ্যমিক পরিক্ষায়টা home sentar এ নয় আগে যে sentar এ হতো ওখানে হবে , এতে ছেলে-মেয়ে অসুস্থ হয়ে মরুক কিংবা বাঁচুক তাতে ওনার কোনো মানে নেই , সত্যি আমাদের west bengal board of secondary education er president মহান । kalyanmoy ganguly (west bengal board of secondary education er president) আমাদের মধ্যে কেউ মরে উনি কী একবারও দেখতে আসবে , যে উনি এতো বড় সীধান্ত নিলেন ! উনি ((home sentar এ নয় আগে যে sentar এ হতো ওখানে হবে ,)) এটার জন্য কি অজুহাত দিয়েছে জানো দাদা &quot;&quot;এবার মাধ্যমিক পরীক্ষার্থীদের সংখ্যা ১২ লাখ ।আর ইস্কুল প্রায় ১০ হাজার , এমন অনেক ইস্কুল আছে , যে খানে দুটি নদী পেরিয়ে যেতে হয় , ফলে নির্দিষ্ট সময়ে পরীক্ষার প্রশ্নপত্র ও কনফিডেন্সিয়াল পেপার পৌঁছানো কঠিন &quot;&quot;&quot; (এটা সম্পূর্ণ ওনার বক্তব্য ) এটা দেখে আমার কি মনে হলো জানো , আমার সবাই বাচ্চাছেলে , আমাদের যা বোঝাবে তা বুঝে বোবার মতো চুপ করে থাকবো ,। যদি মাধ্যমিক পরীক্ষার সময় এই problem ta face koraty hobe tokon , তখন কী উচ্চমাধ্যমিকের সময় এই problem টা দেখা দেবে না ? আমরা মাধ্যমিকের ছাত্রদেরেই কেন অন্য সেন্টারে পরীক্ষা দিতে হবে ?",emotional,negative
14987,মনোযোগী,emotional,neutral
14988,কিরনদাসেরাছিলো,informative,neutral
14989,kiron is da best,opinion,positive
14990,amar bhay paoa sishu ta heavy lagche,emotional,negative
14991,দাদা আমি চথাবাজ,emotional,neutral
14992,বাংলাদেশের সালমান মুক্তাদিরের সাথে একটা ভিডিও করা দরকার ছিল তোমার দাদা ফাটাফাটি কোলাবোরেশান হতো,opinion,positive
14993,erkm jodi kono student hoy jar modhye ei son of a b*tch kota gun eksathe mashup kora a6e porikhhar hall e mone pora oi gan gulor moto! seta holam ami! sera 6ilo estimated time of arrival just ufff!,emotional,negative
14994,dada notun vdo chai,informative,neutral
14995,2022 a ase ke ke dekhcho ata,informative,neutral
14996,levelar,informative,neutral
14997,ami to ovineta giri kori dada,emotional,negative
14998,extra was me,informative,neutral
14999,good,informative,positive
15000,mona poragalo school life,informative,neutral
15001,kiran da tumi sera,emotional,positive
15002,hebby laglo,emotional,neutral
15003,4:23,informative,neutral
15004,anybody in 2022 if you are then hit likes yrr,promotional,neutral
15005,son of a b*tch gulo e ami kori,emotional,negative
15006,কিরণ দা তুমি সেরা,opinion,positive
15007,দাদা আমি ছিলাম মিরজাফর।,emotional,neutral
15008,o my god how talented age kkn o deki ni,emotional,positive
15009,"24 dec 2021 12.40pm (friday/শুক্রবার) [ ] আমার নিজের বড়ো বউদি দীপু কামিলা আমাকে ছোটো বেলায় বলেছিল তোর ভজা কাকা কে দেখেছিস মৃত্যুঞ্জয় মান্নার মতো চোখ,মুখ,হাত,পা তারই মতো হাঁটে চলে । খামসা পুকুরে সোনা ডোবানো আছে । [ ] আমার ছোটো বউদি পূর্ণিমা কামিলা আমার সামনে আমার মাকে বলেছিল তোর ভাতার পারেনি বলে তোক তোর বাপের বাড়ি রেখে এসেছিল?এটা আমার মা জানে?আমার বাবা জানে?আমিও শুনেছি কিন্তু তখন কিচ্ছু বলিনি? সত্যমেব জয়তে.",emotional,neutral
15010,আমার পিসির ছেলে একটি হাইটেকের3g ফোন দিয়েছিল সেইটাতেই আমি you tube chanel খুলেছি তাও বাবা নেট ভরে দিতে পারেনি একটি লোকের wifi আছে তাকে বাবা অনেক করে wifi কানেক্ট করে দিতে বলেছিল বলে সে কানেক্ট করে দিয়েছে তাই আমি এইসব করতে পারছি,informative,neutral
15011,আমি তোমাকে টিভিতে দিদি নামবার 1 এ দেখেছি,informative,neutral
15012,দাদা আমারা খুব গরিব আমার বাবার একটি ছোটো দোকান তাতে বসে বাবা ঘড়ি বাগায়,emotional,negative
15013,best video ever,opinion,positive
15014,hi ami ar amar dada tomar video prochur dekhi,informative,neutral
15015,ami kichu kichu kori,emotional,neutral
15016,তেরা ধিয়ান কিধার হ্য তেরা বন্ধু ইধার হ্য,emotional,neutral
15017,kara kara exam cholte cholte background e gmeet reche video ta dech cho,emotional,negative
15018,salman khan er sinema darun chilo line ta,opinion,positive
15019,বুল্টির দৃশ্যের মিউজিকটা কোন গানেরপ্লিজ কেউ বলেন,question,neutral
15020,2021 এ এসে কে কে এই ভিডিও দেখছো,question,neutral
15021,tukli baj,emotional,negative
15022,0:38,informative,neutral
15023,38,informative,neutral
15024,ami to abhineta,informative,neutral
15025,dada amar noddhe to egulo son of a b*tch gun e chilo,emotional,negative
15026,i am somaj birodhi,emotional,neutral
15027,amio erokom kore bhabi,emotional,neutral
15028,ওটা রিশকা না রিকশা,opinion,negative
15029,bong guy is best,opinion,positive
15030,আপনি video তে যেমন দেখালেন তেমন ছিলাম,opinion,positive
15031,mrinmoy dar video gulo amr beshi vlo lage.....amr kache mrinmoy da best,opinion,positive
15032,ki video eta.....gajakhori laglo puro ki jata,Question,Neutral
15033,ami chilam chotha baj ami ar amar 3 khana bondhu mile kortam,emotional,positive
15034,2week por amar hs are or our test exam amar sathe arokom hobe,emotional,neutral
15035,এখন covid batch এ সবগুলো গুণ ই বর্তমান বিশেষ করে অভিনয় টা,opinion,neutral
15036,&#39;ovineta&#39; ta best chilo,opinion,positive
15037,ami holam tomar moto,emotional,positive
15038,ami akdom arokom,emotional,neutral
15039,hilarious.! can&#39;t stop laughing bong guy always rock,emotional,positive
15040,0:05 to 0:36 east or west bong guy is the best,opinion,positive
15041,amar exam hall e gaangulo mone pore,emotional,negative
15042,aktu pore math exam..,informative,neutral
15043,"main problem ta hocche, porikkhar hall e sobkichu mone pore, kintu chatar matha answer tai mone ase na",emotional,negative
15044,khub hassokor ... onek bar dekhi dada,emotional,positive
15045,best video ever,opinion,positive
15046,relatable,emotional,positive
15047,darun,emotional,neutral
15048,nice,opinion,positive
15049,accha ami topper chilam amake ki ei somaj sikar korbe???,question,neutral
15050,legend are watching this video after ২ years,informative,neutral
15051,minecraft video charo,informative,neutral
15052,3:50,informative,neutral
15053,ami vabbar chesta kortam sir ra amr dike takale . trpr tuktam friend are or our jokhon preparation thakto na,emotional,negative
