clean_comment_v1,clean_comment_v2,sentiment,type
মুক্ত চিন্তা মানেই কি ০ ইসলামের বিরুদ্ধে কথা বা লেখাই ০ আর হুমায়ুন জাফর এরা কি মুক্তি যোদ্ধা এদের তো মুক্তিজুধদে জাওয়ার বয়স ছিল জুধদে জাওয়ার কেহ তো গেলেন না আর তাদের মাতাই তার লিখিত বইয়ে লিখেছেন তাদের নানাকে মেরেছে মুক্তিজধদারা তাদের বাবা তো পাকিস্তান স্রকারের পক্ষ ত্যাগ না করে জুদ্দে জান নাই ০ স্বাধীনতার আগ পর্যন্ত পাকিস্তান সরকারের গলাম ছিলেন ০ উনারা পাকিস্তান সরকারের মাহিনা খাইছেন আর জাফর সাহেবের ইস্তির গায়ে হাত কারা দিয়েছিল আর নুহাশ পল্লী হল গেনি পাপিদের পতিতা লয়,মুক্ত চিন্তা মানে ইসলামের বিরুদ্ধে কথা লেখা হুমায়ুন জাফর মুক্তি যোদ্ধা মুক্তিজুধদে জাওয় বয়স জুধদে জাওয় গেল না মাতা লিখিত বয় লিখেছেন নানা মার মুক্তিজধদা বাবা পাকিস্তান স্রকার পক্ষ ত্যাগ না জুদ্দে জান স্বাধীনত আগ পাকিস্তান সরকার গল উনা পাকিস্তান সরকার মাহিনা খাইছ জাফর সাহেবের ইস্তির গা হাত কার দিয়েছিল নুহাশ পল্লী গেনি পাপি পতিতা লয়,0,0
ধর্মান্ধতার জন্য আইনস্টাইন কে নিজের দেশ ছাড়তে হয়েছিল,ধর্মান্ধত আইনস্টাইন দেশ ছাড়,1,0
love u sir,love u sir,2,0
সত্যিই অসাধারন আশাবাদী একজন মানুষ,অসাধারন আশাবাদী একজন,2,0
ভাল লাগল স্যার,লাগল স্য,2,0
ভাল লাগল স্যার,লাগল স্য,2,0
ভাল লাগল স্যার,লাগল স্য,2,0
ভাল লাগল স্যার,লাগল স্য,2,0
নাসতিক,নাসতিক,0,0
স্যার সাদামাঠা জীবন যাপন করেন এরাই মানুষ বিলাশীতার গা বাসানো নেই সালাম আপনাদের স্যার,স্য সাদামাঠা জীবন যাপন এরা বিলাশীত গা বাসানো সাল আপনা স্য,2,0
everything was so great except this stupid lady interruption such a knowledgeable person again and again,everyth great except stupid ladi interrupt knowledg person,0,0
sir k tnx,sir k tnx,1,0
এত এত আত্মত্যাগ করে যে দেশটা হয়েছে খোদা সেই দেশটাকে ফেলে দেবে না…,আত্মত্যাগ দেশ খোদা দেশ ফাল দাব না…,1,0
জাফর ইকবালতুমি মুক্তিযুদ্ধ নিয়া বহুত ব্যবসা করছোএখন এই ভন্ডামী বন্ধ করো,জাফর ইকবালতুমি মুক্তিযুদ্ধ নিয়া বহুত ব্যবসা করছোএখন ভন্ডামী করো,0,0
sir with due respect mr trump isnt fascist i really admire you for your contribution,sir due respect mr trump isnt fascist realli admir contribut,2,0
sir with due respect mr trump isnt fascist i really admire you for your contribution,sir due respect mr trump isnt fascist realli admir contribut,1,0
এই মানুষটার অনেক বই পরেছি হটাত করেই youtube এ video টা চোখে পড়লো একাত্তর এর গল্পটা শুনে কান্না পেয়ে গেল sir আপনাকে প্রণাম যেমন আপনার লেখা পরে মুগ্ধ হয়েছি তেমন আপনার অসাধারণ কথা শুনে ধন্ন হলাম krishnendu from howrah kolkatawest bangal,মানুষ বই পরে হটাত youtub video চোখে পড়লো একাত্তর গল্প শুনে কান্না sir আপনা প্রণাম লেখা মুগ্ধ হয়ে অসাধারণ কথা শুনে ধন্ন হল krishnendu howrah kolkatawest bangal,2,0
প্রিয় একজন অনেক মত মানুষগুলো আছে বলেই এদেশ এত শুনে আশা বহুগুনে বেড়ে,প্রিয় একজন মানুষ বলে এদেশ শুনে আশা বহুগুনে বেড়ে,1,0
jafor ikbal sir hese hese tar dussomoyer kotha bole jasse r amar chokh diye nijer ojantei pani goriye abong sir er sob family memberk salute,jafor ikbal sir hese hese tar dussomoy kotha bole jass r amar chokh diy nijer ojantei pani goriy abong sir er sob famili memberk salut,2,0
ভালবাসা স্যার,ভালবাসা স্য,2,0
ভালবাসা স্যার,ভালবাসা স্য,2,0
উ স্যার,উ স্য,1,0
স্যার আপনার কথাটা অনেক ভাল লাগলআপনার জীবনি শুনে আমার হৃদয়ে প্রেরণা দিয়েছেস্যার আপনার জন্য আমার অনেক দোয়া থাকবেধন্যবাদ স্যার,স্য কথা লাগলআপন জীবনি শুনে হৃদয় প্রেরণা দিয়েছেস্যার দোয়া থাকবেধন্যবাদ স্য,2,0
স্যার আপনার কথাটা অনেক ভাল লাগলআপনার জীবনি শুনে আমার হৃদয়ে প্রেরণা দিয়েছেস্যার আপনার জন্য আমার অনেক দোয়া থাকবেধন্যবাদ স্যার,স্য কথা লাগলআপন জীবনি শুনে হৃদয় প্রেরণা দিয়েছেস্যার দোয়া থাকবেধন্যবাদ স্য,2,0
program ta sundor lagse bt uposthapika sir ke onek kotha ses hobar agei onno qsn korse,program ta sundor lags bt uposthapika sir ke onek kotha se hobar agei onno qsn kors,0,0
program ta sundor lagse bt uposthapika sir ke onek kotha ses hobar agei onno qsn korse,program ta sundor lags bt uposthapika sir ke onek kotha se hobar agei onno qsn kors,1,0
হুমায়ুন আহমেদ এর ভাই তো ওজনটা ওরকমই,হুমায়ুন আহমেদ ভাই ওজন ওরকম,1,0
bangladesh nie amra sobai onek asa kori,bangladesh nie amra sobai onek asa kori,2,0
asa manus ke bache rakhe,asa manu ke bach rakh,2,0
onek bhalo lagche,onek bhalo lagch,2,0
thanks news 24,thank news,2,0
your so great,great,2,0
your so great,great,2,0
your so great,great,2,0
your so great,great,2,0
i love you sir,love sir,2,0
omg sir apnake salute,omg sir apnak salut,2,0
sir er khota sone onek impress bohol lagche love you sir,sir er khota sone onek impress bohol lagch love sir,2,0
life er ekta guruttopurno somoy katalam sir zafor iqbal er kota sunar moddodiye,life er ekta guruttopurno somoy katalam sir zafor iqbal er kota sunar moddodiy,2,0
mohammad shahariar diya,mohammad shahariar diya,1,0
খুব ভালবাসি আপনাকে আপনার কথা গুলো অনুপ্রেরনা যোগায়,ভালবাসি আপনা কথা গুলো অনুপ্রেরনা যোগায়,2,0
মহান একজন মানুষ স্যার আাপনি,একজন স্য আাপনি,2,0
মহান একজন মানুষ স্যার আাপনি,একজন স্য আাপনি,2,0
ভীষণ ভালবাসি স্যার আপনাকেআপনার দীর্ঘায়ু ও সুস্থতা কামনা করি আল্লাহর কাছেঅনেক অনেক ভাল থাকবেন নিউজ২৪ কে ও অনেক ধন্যবাদ স্যারকে ইনভাইট করার জন্য,ভীষণ ভালবাসি স্য আপনাকেআপন দীর্ঘায়ু সুস্থতা কামনা আল্লাহর কাছেঅনেক নিউজ ধন্যবাদ স্য ইনভাইট,2,0
please do an interview with abdullah abu said sir,pleas interview abdullah abu said sir,1,0
please do an interview with abdullah abu said sir,pleas interview abdullah abu said sir,1,0
কখন স্যার কে চোখে দেখিনি আমার বাংলাদেশের বন্ধুদের কাছে গল্প শুনেছি তারপর অসম্ভব ভালোবেসে ফেলেছি কখনও কঠিন পরিস্থিতিতে পড়লে ওনার সাথে মনে মনে কথা বলার চেষ্টা করি মনে হয় জীবনটা হয়ত এত কঠিন নয় ঠিক একটা রাস্তা পাওয়া যাবে আশা রাখি কোনদিন আপনার সাথে দেখা হবে খুব ভালো থাকবেন স্যার,স্য চোখে দেখিনি বাংলাদেশের বন্ধু গল্প শুনে অসম্ভব ভালোবেস ফেলেছি কঠিন পরিস্থিতি পড়লে ওন সাথে কথা বল জীবন হয়ত কঠিন এক রাস্তা পাওয়া আশা রাখি কোনদিন সাথে ভালো স্য,2,0
i loved the program except samia rahmans poor presentation she interrupted dr zafar iqbal sir frequently that was really annoying,love program except samia rahman poor present interrupt dr zafar iqbal sir frequent realli annoy,1,0
i loved the program except samia rahmans poor presentation she interrupted dr zafar iqbal sir frequently that was really annoying,love program except samia rahman poor present interrupt dr zafar iqbal sir frequent realli annoy,1,0
i loved the program except samia rahmans poor presentation she interrupted dr zafar iqbal sir frequently that was really annoying,love program except samia rahman poor present interrupt dr zafar iqbal sir frequent realli annoy,1,0
rezaul islam rajon agreed really stupid,rezaul islam rajon agre realli stupid,0,0
sir er jonno onek onek valobasa,sir er jonno onek onek valobasa,2,0
আশাবাদী মানুষের আশার কথা শুনে অনেক ভালো লাগল ধন্যবাদ সমিয়া রাহমান,আশাবাদী মানুষ আশ কথা শুনে ভালো লাগল ধন্যবাদ সমিয়া রাহমান,2,0
love u sir,love u sir,2,0
একজন ভালো মানুষ,একজন ভালো,2,0
একজন ভালো মানুষ,একজন ভালো,2,0
স্যার স্যালুট অাপনাকে,স্য স্যালুট অাপনা,2,0
what an excellent personality he is a precious for our country,excel person preciou countri,2,0
অশিক্ষিত মুর্খ জঙ্গি জামাত সাপোর্টাররা জাফর ইকবালকে সহ্য করতে পারেনা এই কমেন্ট সেকশনেই তাদের কুৎসিত কমেন্ট দেখে হাতে নাতে প্রমাণ পাবেন,অশিক্ষিত মুর্খ জঙ্গি জামাত সাপোর্ জাফর ইকবালকে সহ্য পারেনা কমেন্ট সেকশনে কুৎসিত কমেন্ট হাত নাত প্রমাণ পাব,0,0
অশিক্ষিত মুর্খ জঙ্গি জামাত সাপোর্টাররা জাফর ইকবালকে সহ্য করতে পারেনা এই কমেন্ট সেকশনেই তাদের কুৎসিত কমেন্ট দেখে হাতে নাতে প্রমাণ পাবেন,অশিক্ষিত মুর্খ জঙ্গি জামাত সাপোর্ জাফর ইকবালকে সহ্য পারেনা কমেন্ট সেকশনে কুৎসিত কমেন্ট হাত নাত প্রমাণ পাব,0,0
getting1st right,gettingst right,2,0
একজন শিক্ষিত মানুষ কখনো অন্ধ বিশ্বাসে বিশ্বাস রাখতে পারেনা,একজন শিক্ষিত কখনো অন্ধ বিশ্বাসে বিশ্বাস রাখ পারেনা,1,0
একজন শিক্ষিত মানুষ কখনো অন্ধ বিশ্বাসে বিশ্বাস রাখতে পারেনা,একজন শিক্ষিত কখনো অন্ধ বিশ্বাসে বিশ্বাস রাখ পারেনা,1,0
nurmohammad sumon ঠিক,nurmohammad sumon,2,0
its principles and practice,principl practic,1,0
স্যর আপনাকে স্যালুট,স্যর আপনা স্যালুট,2,0
sir ar sob kotha onk valo laga,sir ar sob kotha onk valo laga,2,0
shareef sabir মানুষ হবেন কখন ধর্মান্ধ মূর্খই কি থেকে যাবেন আজীবন,shareef sabir ধর্মান্ধ মূর্খ যাব আজীবন,0,0
shareef sabir তোরে যে কি বলব আবাল কোথাকার,shareef sabir তোরে বলব আবাল কোথ,0,0
se tho kotha bole ar apnar moto muslim ra gali dai abar chinta koren k beshi kharap shame on muslim like u,se tho kotha bole ar apnar moto muslim ra gali dai abar chinta koren k beshi kharap shame muslim like u,0,0
se tho kotha bole ar apnar moto muslim ra gali dai abar chinta koren k beshi kharap shame on muslim like u,se tho kotha bole ar apnar moto muslim ra gali dai abar chinta koren k beshi kharap shame muslim like u,0,0
অনেক ভালোবাসা রইলো স্যারের জন্য,ভালোবাসা রইলো স্যার,2,0
when humaiun ahmes was alive where were,humaiun ahm aliv,1,0
অনুষ্ঠানের নামটা খুব চমৎকার সামিয়া রহমান এর উপস্থাপনা আর জাফর ইকবাল স্যারের কথা মুগ্ধ করেছে,অনুষ্ঠান নাম চমৎক সামিয়া রহমান উপস্থাপনা জাফর ইকবাল স্যার কথা মুগ্ধ,2,0
অনুষ্ঠানের নামটা খুব চমৎকার সামিয়া রহমান এর উপস্থাপনা আর জাফর ইকবাল স্যারের কথা মুগ্ধ করেছে,অনুষ্ঠান নাম চমৎক সামিয়া রহমান উপস্থাপনা জাফর ইকবাল স্যার কথা মুগ্ধ,2,0
kob valo laglo,kob valo laglo,2,0
khub not kob,khub kob,1,0
presenter ato kota bole ken,present ato kota bole ken,0,0
presenter ato kota bole ken,present ato kota bole ken,0,0
presenter ato kota bole ken,present ato kota bole ken,0,0
sami hasan একটা কুকুরের কথা কি ভাবে বুঝবে মানুষ,sami hasan এক কুকুর কথা বুঝবে,0,0
murkho vaia toi koi ta english bolli,murkho vaia toi koi ta english bolli,0,0
hi hi hi ato moja lage karey,hi hi hi ato moja lage karey,0,0
english bolle banglake osomman kora hoy ke bolce kothay paicen,english boll banglak osomman kora hoy ke bolc kothay paicen,1,0
liton gazi i want to marry your sister,liton gazi want marri sister,1,0
কিনু ভাইয়া কিনু আমি আস্তিক তো ভাই নিজের ধর্ম নিজে পালন করুনবইটা নিছক একটা গল্পের বইজাফর ইকবাল যতই জ্ঞানী হোকইসলাম ধর্মে চুল পরিমাণ আচড় দেওয়ার মত যোগ্যতা হয় নাইধর্মকে ধর্মের জায়গায় রাখুন,কিনু ভাইয়া কিনু আস্তিক ভাই ধর্ম পালন করুনবই এক গল্প বইজাফর ইকবাল যত জ্ঞানী হোকইস ধর্মে চুল পরিমাণ আচড় যোগ্যতা নাইধর্মকে ধর্ম জায়গায় রাখুন,1,0
bla bla বলতা ভাই গোবর মস্তিষ্কে তেল দেও ভালো দিক থেকে ভাবতে শিখ নতুন ভাবো ভাবতে শিখ বিখ্যাত না হয় পরে হইও 3,bla bla বলতা ভাই গোবর মস্তিষ্ তেল দেও ভালো দিক ভাব শিখ ভাবো ভাব শিখ বিখ্যাত না হইও,1,0
chup thak hala oshikkito tui bangla vhasa niya fafor maro tui tor video abar tui kotobar english word use tui islam er sotru khankir pola,chup thak hala oshikkito tui bangla vhasa niya fafor maro tui tor video abar tui kotobar english word use tui islam er sotru khankir pola,0,0
tui jafor ikban ho to shala fokirer,tui jafor ikban ho shala fokir,0,0
jafor iqbal ekta asto shoytan,jafor iqbal ekta asto shoytan,0,0
এই ভুদাই তুই কয়টা ইংরেজি বলছিস,ভুদা তুই কয় ইংরেজি বলছিস,0,0
beta pagol bangla is our mother language but english is the international mother language and bro do you know all religions are created by the human being,beta pagol bangla mother languag english intern mother languag bro know religion creat human,1,0
দূর হালা বই পড়সনা আবার ফালতু কথা বলস,দূর হালা বই পড়সনা ফালতু কথা বলস,0,0
শালা জঙ্গি তর মুখে আবার বংলা ভাসার নাম তর উদ্দ্যেশ্য ছিল তো অন্যটা আগে দেশের নাম নিয়া মানুষের সিমপ্যাথি নিলি মানুষ দেশের বাইরে যেয়ে পড়াশোনা করবে না তো কি করবে তর মতো জঙ্গির ট্রেনিং নিবে তর মত কিছু প্রবাসী হলি আর্টিজানে হামলারর ফান্ডিং করসিল দেশটারে জঙ্গি দেশের খাতায় নাম লিখাইসিলি শালা কুলাঙ্গর তর মুখে আবার দেশের নাম ইসলামের নাম ধর্ম ব্যাবহার করে তর জঙ্গিগিরি করাটাই তো তর উদ্দেশ্য শালা মূর্খ বিদেশে পড়াশোনা করে দেশের নাম বড় করলে সমস্যা আর তর মতো জঙ্গি হওয়া খুব ভালকুলাঙ্গার,শালা জঙ্গি তর মুখে বংলা ভাসা তর উদ্দ্যেশ্য অন্য দেশের নিয়া মানুষ সিমপ্যাথি নিলি দেশের যায় পড়াশোনা না তর জঙ্গির ট্রেনিং নিবে তর প্রবাসী হলি আর্টিজানে হামলারর ফান্ডিং করসিল দেশটারে জঙ্গি দেশের খাতায় লিখাইসিলি শালা কুলাঙ্গর তর মুখে দেশের ইসলামের ধর্ম ব্যাবহ তর জঙ্গিগিরি করা তর উদ্দেশ্য শালা মূর্খ বিদেশ পড়াশোনা দেশের বড় সমস্যা তর জঙ্গি হওয়া ভালকুলাঙ্গ,0,0
শালা জঙ্গি তর মুখে আবার বংলা ভাসার নাম তর উদ্দ্যেশ্য ছিল তো অন্যটা আগে দেশের নাম নিয়া মানুষের সিমপ্যাথি নিলি মানুষ দেশের বাইরে যেয়ে পড়াশোনা করবে না তো কি করবে তর মতো জঙ্গির ট্রেনিং নিবে তর মত কিছু প্রবাসী হলি আর্টিজানে হামলারর ফান্ডিং করসিল দেশটারে জঙ্গি দেশের খাতায় নাম লিখাইসিলি শালা কুলাঙ্গর তর মুখে আবার দেশের নাম ইসলামের নাম ধর্ম ব্যাবহার করে তর জঙ্গিগিরি করাটাই তো তর উদ্দেশ্য শালা মূর্খ বিদেশে পড়াশোনা করে দেশের নাম বড় করলে সমস্যা আর তর মতো জঙ্গি হওয়া খুব ভালকুলাঙ্গার,শালা জঙ্গি তর মুখে বংলা ভাসা তর উদ্দ্যেশ্য অন্য দেশের নিয়া মানুষ সিমপ্যাথি নিলি দেশের যায় পড়াশোনা না তর জঙ্গির ট্রেনিং নিবে তর প্রবাসী হলি আর্টিজানে হামলারর ফান্ডিং করসিল দেশটারে জঙ্গি দেশের খাতায় লিখাইসিলি শালা কুলাঙ্গর তর মুখে দেশের ইসলামের ধর্ম ব্যাবহ তর জঙ্গিগিরি করা তর উদ্দেশ্য শালা মূর্খ বিদেশ পড়াশোনা দেশের বড় সমস্যা তর জঙ্গি হওয়া ভালকুলাঙ্গ,0,0
tar maire chudi magirr put tor baba nastik,tar mair chudi magirr put tor baba nastik,0,0
তোর ছুলকানি হইছে,তোর ছুলকানি হই,0,0
thank vi,thank vi,2,0
safayat mohammad brainless,safayat mohammad brainless,0,0
md shojib se asle jongi hoye e asbe r ekta holy artigan ghotanor jonno,md shojib se asl jongi hoy e asb r ekta holi artigan ghotanor jonno,0,0
বুকাচুদা তুই তো ভালো ভাবে নিজের ভাষায় কথাই বলতে পারিস না তুই তো বইটার কভার পেইজই দেখলি ভেতরের মাল মসলা পড়িস নাই তুই শিক্ষিত না ভালো সমাজে মিশিস না তাই english বলতে পারিস না ভাই বাঙলা মাতৃভাষা প্রানে থাকলেই তো তাকে বার বার স্বরন করা যায়,বুকাচুদা তুই ভালো ভাষায় কথা পার না তুই বই কভ পেইজই দেখ ভেতর মাল মসলা পড় তুই শিক্ষিত না ভালো সমাজে মিশ না english পার না ভাই বাঙলা মাতৃভাষা প্রানে থাকলে স্বরন যায়,0,0
ভাই আপনার কথায় কতগুলো ইংরেজী শব্দ ব্যবহার করেছেন তা লক্ষ করছেন,ভাই কথায় কত ইংরেজী,1,0
ভাই আপনার কথায় কতগুলো ইংরেজী শব্দ ব্যবহার করেছেন তা লক্ষ করছেন,ভাই কথায় কত ইংরেজী,1,0
md sabbir prothom dicker kotha gula tar intention chilo na just sympathy newar jonno bolse,md sabbir prothom dicker kotha gula tar intent chilo na sympathi newar jonno bols,0,0
md sabbir prothom dicker kotha gula tar intention chilo na just sympathy newar jonno bolse,md sabbir prothom dicker kotha gula tar intent chilo na sympathi newar jonno bols,1,0
jafar name mohammed keno,jafar name moham keno,0,0
jafar name mohammed keno,jafar name moham keno,0,0
jafar name mohammed keno,jafar name moham keno,0,0
চমৎকার background music ইউরোপিয়ান মিউজিক দিয়া ইসলাম এর কথা এইসব বন্ডামি আমরা বুঝি বইটা আমি পরছি আমি কোনো রকম ইসলাম বিরধি লেখা দেখি নাই এটা একটা ছোটোদের গল্পের এর সাথে সোলাইমান আঃ এর কোনো মিল নাই বিস্শাস না হলে বইটা পরে দেখতে পারেন জাফর ইকবাল কখনো ইসলাম বিরোধী কথা বলে হয়ত তিনি যুদ্ধ অপরাধির বিরোধিতা ১৯৭১ সালে উনি উনার বাবাকে হারাইছেন এটা উনার জায়েজ আপনি আপনার বাবার হত্যাকারিকে কি আপনি উনার জায়গায় হলে ঠিক তাই উনি নাস্তিক উনাকে নয় ছয় দিয়া নাস্তিক বানানো হইছে কারা বানাইছে আপ্নারা বুদ্ধিমান হইলে বুজার অই যুদ্ধঅপরাধির অরা আপনাদের নাস্তিক নাস্তিক এদের মেরেফেলা দরকার এসব নাইলে চিন্তা করেন কোরানের কোথাও নাস্তিকদের হত্যা করার কথা আল্লাহ বলে কেউ যদি মনে করেন আমি মিথ্যা বলতেসি তাহলে কোরানের সঠিক বাংলা আনুবাদ পরে দেখতে নবিজি ও কখনো নাস্তিকদের সাথে যুদ্ধ করে নাই কাফের দের সাথে এখনো যদি না বুজেন যে এরা ধর্মের নামে আপনাদের ব্রেইন ওয়াশ তাইলে মনে করব আপনাদের এখনো পরিপক্কতা আসে,চমৎক background music ইউরোপিয়ান মিউজিক দিয়া ইস কথা এইসব বন্ডামি বুঝি বই পর ইস বিরধি লেখা দেখি এক ছোটো গল্প সাথে সোলাইমান আঃ মিল বিস্শাস না বই জাফর ইকবাল কখনো ইস বিরোধী কথা হয়ত যুদ্ধ অপরাধির বিরোধিতা সালে উন বাবা হারাইছেন উন জায়েজ বাবা হত্যাকারি উন জায়গায় নাস্তিক উনা ছয় দিয়া নাস্তিক বানানো হই কার বানাই আপ্না বুদ্ধিমান হইলে বুজ যুদ্ধঅপরাধির অর আপনা নাস্তিক নাস্তিক মেরেফেলা দরক এসব নাইলে চিন্তা কোরান নাস্তিক হত্যা কথা আল্লাহ মিথ্যা বলতেসি কোরান সঠিক বাংলা আনুবাদ নবিজি কখনো নাস্তিক সাথে যুদ্ধ কাফ দের সাথে না বুজ ধর্ম নামে আপনা ব্রেইন ওয়াশ তাইলে কর আপনা পরিপক্কতা,1,0
ছাগলের ছাগলামি,ছাগল ছাগলামি,0,0
fucking stupid wrong info,fuck stupid wrong info,0,0
only onepich shukor e chine kocu,onepich shukor e chine kocu,0,0
শালা তুই ভুতের বাচ্চা সোলায়মান বইটি পড়েছিস ওহ সরি তোদের মত কামলা গুলা পড়তে পারলে তো আর আরব এ গিয়ে কামলাগিরি করতি না ভূতের বাচ্চা তে ইসলাম সম্পর্কে কিছু বলা নাইশালা কামলা,শালা তুই ভুত বাচ্চা সোলায়মান বই পড়েছিস ওহ সরি তোদের কামলা গুলা পড় পারলে আর কামলাগিরি করতি না ভূত বাচ্চা তে ইস সম্পর্ নাইশালা কামলা,0,0
aminul islam right,aminul islam right,2,0
tore pagla molom lagano drkar,tore pagla molom lagano drkar,0,0
i agree to your,agre,1,0
লিটন আপনি কে আমি জানিনা তবে মাঝে মাঝেই আমি আপনার ভিডিও দেখি আপনি প্রতিবাদ করেন দেখে ভাল লাগে কিন্তু কতটুকু যুক্তিসহ হয় সেটাই বুঝতে পারিনা সোলায়মান যখন বলি তাতে করে নবীরর নাম বুঝায় না এটা একটা নাম মাত্র নবীর নাম বুঝাতে হলে আপনাকে সোলায়মান আ লিখতে হবে বাংলাদেশে হাজারো সোলায়মান আছে সবাই কি ভাল মানুষ সবাই কি নামের ককারনে নবী হয়ে গেলেন সোলায়মান নামধারী কোন মানুষ খারাপ কাজ করলে তাকে নিয়ে কি ব্যাজ্ঞ করা যাবে না তিনি কি শাস্তি পাবেন না নাকি তিনি শুধু মাত্র নবীর নামের কারনে পার পেয়ে যাবেন আপনাদের মত কিছু মানুষের কারনে দিন দিন ইসলাম ছোট হয়ে যাচ্ছেএটা বুঝতে শিখুন আপনাকে দেখেত কেউ বুঝবেনা আপনি মুসলিম না আছে আপনার দাড়ী না আছে লেবাস শুরুতেই বললেন শহীদ ভাইদের প্রতি শ্রদ্ধা ভালবাসা একবারো বললেন নাতো তাদের রুহের মাগফেরাত কামনা করছি তাদের জন্য নামাজ পড়ে দোয়া করেছি আগে নিজে ভাল হোন আপনার বা আমার মুখে এই সব কথা মানায় না তারপরেও বলছি কারন আপনার যুক্তি আমার কাছে হাস্যকর মনে হচ্ছে আর একটা কথা জাফর ইকবাল নাস্তিক কিনা সে তর্কে আমি যাবনা না জেনে বলাটা মুর্খতা তারপরেও মানলাম উনি নাস্তিক একজন মুসলমান হিসেবে এতটুকু বুঝি আমার উচিৎ তার জন্য প্রার্থনা করা যাতে তিনি দিনের পথে আসেন তার যে মেধা আছে সেটা দিনের কাজে লাগুক দেশের কাজে লাগুক দশের কাজে লাগুক আমিন,লিটন জানিনা মাঝে মাঝে ভিডি দেখি প্রতিবাদ লাগে কতটুকু যুক্তিসহ বুঝ পারিনা সোলায়মান বলি নবীরর বুঝায় না এক নবীর বুঝা আপনা সোলায়মান আ লিখ বাংলাদেশ হাজারো সোলায়মান নাম ককারনে নবী গেল সোলায়মান নামধারী খারাপ ব্যাজ্ঞ না শাস্তি পাব না নবীর নাম কারনে পার যাব আপনা মানুষ কারনে ইস যাচ্ছেএ বুঝ শিখুন আপনা দেখেত বুঝবেনা মুসলিম না দাড়ী না লেবাস শুরুতে শহীদ ভাই শ্রদ্ধা ভালবাসা একবারো নাত রুহ মাগফেরাত কামনা কর নামাজ পড়ে দোয়া করে হোন মুখে কথা মানায় না বল কারন যুক্তি হাস্যকর এক কথা জাফর ইকবাল নাস্তিক তর্ যাবনা না জান বলা মুর্খতা মান নাস্তিক একজন মুসলমান হিসেব এতটুকু বুঝি উচিৎ প্রার্থনা দিন পথে আস মেধা দিন লাগুক দেশের লাগুক দশ লাগুক আমিন,0,0
double zero u r right,doubl zero u r right,2,0
mostafijur rahman php zend framework,mostafijur rahman php zend framework,2,0
mostafijur rahman php zend framework kicu ugrobadi jongi unaje nastik bania felse tini just secular minded manush unat dosh ektai timi rajakar der fasi cheyechilen,mostafijur rahman php zend framework kicu ugrobadi jongi unaj nastik bania fels tini secular mind manush unat dosh ektai timi rajakar der fasi cheyechilen,1,0
nastik jafor and hasina,nastik jafor hasina,0,0
আপনি ও and না বলে এবং বলেননি কেন,না বলেননি,1,0
jafor ikbal k goa martay chi,jafor ikbal k goa martay chi,2,0
who the fuck you are,fuck,0,0
this man is a disgusting ki ai boita jantan ja jafor iqbal sir amadar nobi solayman ka niya ai dhoronar kichu bolan vai aita to akta bacha dar natok jata pora boi hishaba prokashito akta jin kichu bacha planchat kora niya asha akta chotto jin jar nam kotha gulo tadar jonno bollam jara ai comment gulo ai kharap lok tato pagol kintu shudhu tar kotha shuna comment kora thik na ja jafor sir plzzz boita poran ar por nijai bujhban,man disgust ki ai boita jantan ja jafor iqbal sir amadar nobi solayman ka niya ai dhoronar kichu bolan vai aita akta bacha dar natok jata pora boi hishaba prokashito akta jin kichu bacha planchat kora niya asha akta chotto jin jar nam kotha gulo tadar jonno bollam jara ai comment gulo ai kharap lok tato pagol kintu shudhu tar kotha shuna comment kora thik na ja jafor sir plzzz boita poran ar por nijai bujhban,1,0
eita tw ekta murkho labour matro reading porte parle tw portw,eita tw ekta murkho labour matro read port parl tw portw,0,0
কুত্তার বাচ্চা জাফর ইকবাল,কুত্ত বাচ্চা জাফর ইকবাল,0,0
99 manush muslim tor kun baper desh er pakistan shala joroger tui tw jongi jaroj muslim er shotru,manush muslim tor kun baper desh er pakistan shala jorog tui tw jongi jaroj muslim er shotru,0,0
rakib hassan আরে মাদারচোদ জোংগী কাকে বলে তা কি তুই যানিশ সালা ফাজিল জফর কুত্তার বাচ্চার পা চাটা গোলাম শালা,rakib hassan আরে মাদারচোদ জোংগী কাক তুই যানিশ সালা ফাজিল জফর কুত্ত বাচ্চ পা চাটা গোল শালা,0,0
rakib hassan আরে মাদারচোদ জোংগী কাকে বলে তা কি তুই যানিশ সালা ফাজিল জফর কুত্তার বাচ্চার পা চাটা গোলাম শালা,rakib hassan আরে মাদারচোদ জোংগী কাক তুই যানিশ সালা ফাজিল জফর কুত্ত বাচ্চ পা চাটা গোল শালা,0,0
tnq vaia ur a gret man,tnq vaia ur gret man,2,0
tnq vaia ur a gret man,tnq vaia ur gret man,2,0
